"","V1"
"(Intercept)",3.78939897175127
"chr1_2793018_2793019",-0.0174531449403675
"chr1_8086712_8086713",0.0971870348246213
"chr1_8086719_8086720",0.259709265497441
"chr1_17988083_17988084",0.11328201075141
"chr1_24718313_24718314",-0.0853805969624144
"chr1_24718430_24718431",-0.789070734787423
"chr1_31380710_31380711",-0.0171004554391641
"chr1_44457802_44457803",-0.187740906898229
"chr1_69234399_69234400",-0.126411238218939
"chr1_154475454_154475455",5.27641738628616e-05
"chr1_155958899_155958900",-0.0978606055477965
"chr1_175857225_175857226",0.0736221094973044
"chr1_201084015_201084016",0.00373309794506185
"chr2_27526279_27526280",-0.115299400098274
"chr2_37801478_37801479",0.00781526846053246
"chr2_91635043_91635044",0.519915567420519
"chr2_98964007_98964008",0.326377615269051
"chr2_106015739_106015740",0.0028035459094461
"chr2_109196452_109196453",-0.143746241169874
"chr2_120980596_120980597",0.131710121936996
"chr2_120980607_120980608",0.0911497297803532
"chr2_135475123_135475124",-0.251435662793696
"chr2_170254326_170254327",-0.0402665471535983
"chr2_218860250_218860251",-0.0587314620952612
"chr2_237944423_237944424",-0.273992318128405
"chr2_238707777_238707778",0.105383732955585
"chr3_9410850_9410851",-0.287036893836628
"chr3_22412746_22412747",-0.00518055222096439
"chr3_22412835_22412836",-0.0515266039588728
"chr3_28616978_28616979",0.0292689270358927
"chr3_51741133_51741134",0.0963844232824706
"chr3_51741142_51741143",0.0254822730689653
"chr3_51741162_51741163",0.0250270006069539
"chr3_51989938_51989939",0.0169593205609999
"chr3_56717558_56717559",0.0357149887371989
"chr3_71478205_71478206",-0.332062976755637
"chr3_77089312_77089313",0.756759654380192
"chr3_100872928_100872929",-0.0382476493020099
"chr3_160167977_160167978",0.0683346202664953
"chr3_160167980_160167981",0.00770236720447249
"chr3_160168142_160168143",0.716920210476339
"chr3_166736723_166736724",-0.00279061687578622
"chr3_179754615_179754616",0.149719058577088
"chr4_122871908_122871909",0.00624196222294483
"chr4_164253218_164253219",0.125404858972306
"chr5_16179279_16179280",0.0464975308904595
"chr5_87976044_87976045",0.458131915711874
"chr5_138897354_138897355",-0.0640359553731828
"chr6_28557765_28557766",0.0878215540715555
"chr6_31607674_31607675",-0.0494977812878507
"chr6_107027945_107027946",0.0102006638784625
"chr6_150040098_150040099",-0.00879079069354096
"chr6_151134751_151134752",-0.00652562511065498
"chr7_6415123_6415124",0.027066047824126
"chr7_8482382_8482383",0.0459054636689455
"chr7_27284871_27284872",0.0251942379702837
"chr7_31092447_31092448",0.206150720649165
"chr7_61821648_61821649",0.0114885061798007
"chr7_73621324_73621325",-0.136901691536347
"chr7_127992320_127992321",0.0554490435266748
"chr7_130419116_130419117",0.144330469743086
"chr7_130706705_130706706",-0.027205682376874
"chr7_149193734_149193735",-0.108559436058304
"chr7_151740545_151740546",-0.0666629133819839
"chr7_153748785_153748786",0.0934363418933538
"chr8_42749175_42749176",-0.492038127505454
"chr8_42749428_42749429",-0.00982665901155901
"chr8_55379724_55379725",0.025125847554398
"chr8_81279584_81279585",-0.168816465543457
"chr8_141467924_141467925",-0.233720852518559
"chr9_68377424_68377425",0.0067328368206841
"chr9_70159454_70159455",0.0792932021529811
"chr9_136474386_136474387",0.0123113465641653
"chr9_136474392_136474393",0.157901603183506
"chr9_136474402_136474403",0.0194430569173789
"chr9_136474440_136474441",0.0175293096799539
"chr9_136474630_136474631",0.020038913320453
"chr9_137215739_137215740",-0.301589764572885
"chr9_139640505_139640506",-0.0243833335121411
"chr9_139741045_139741046",0.0176423315273447
"chr10_8076277_8076278",0.0140990622361738
"chr10_8076301_8076302",0.0684631530037389
"chr10_44175279_44175280",-0.0961622135030092
"chr10_82373657_82373658",-0.126710653444413
"chr10_90973491_90973492",-0.154435055929033
"chr10_131917109_131917110",0.0231667825612312
"chr10_135238118_135238119",0.00986780271852609
"chr10_135486628_135486629",0.0727662872151255
"chr11_1358395_1358396",0.0369715157509815
"chr11_1358686_1358687",0.011918261747776
"chr11_2415690_2415691",-0.0406806940076483
"chr11_2901900_2901901",-0.0148653648869249
"chr11_40313373_40313374",-0.130235178820323
"chr11_64455767_64455768",-0.0496124029394095
"chr11_64739164_64739165",0.0248135020985036
"chr11_117940960_117940961",-0.208116768592836
"chr11_133797813_133797814",-0.0475257690842057
"chr11_134946154_134946155",0.00445697005072635
"chr12_94889_94890",0.0824399599499501
"chr12_6177025_6177026",-0.151583443183521
"chr12_34484785_34484786",-0.0229986089151647
"chr12_60384818_60384819",-0.0790679213930822
"chr12_65997356_65997357",-0.129188966980793
"chr12_102270678_102270679",-0.161238550844792
"chr12_114087370_114087371",-0.0506265281912426
"chr12_130825107_130825108",0.00168081359333288
"chr13_20139181_20139182",0.0889053473421467
"chr13_20139225_20139226",0.0438816031130385
"chr13_95195486_95195487",-0.0751182365356919
"chr14_19889484_19889485",0.0497242311601618
"chr14_65009173_65009174",0.283117366393817
"chr14_101143970_101143971",-0.0107165299128727
"chr15_31775494_31775495",0.0101687648354524
"chr15_31775664_31775665",0.0295939896622412
"chr15_31775820_31775821",0.0778872156591256
"chr15_31776057_31776058",0.15501744240276
"chr15_31776076_31776077",0.011729606489957
"chr15_65615280_65615281",-0.158445882576905
"chr15_97491423_97491424",0.52966570263327
"chr16_2391227_2391228",0.153724766561589
"chr16_4790537_4790538",-0.000950472191476993
"chr16_29623456_29623457",-0.0663942516720825
"chr16_58058563_58058564",-0.0643813309347189
"chr16_85388137_85388138",-0.00853933639525798
"chr17_10170526_10170527",-0.0121280116153618
"chr17_25707085_25707086",-0.0348805181756028
"chr17_34074957_34074958",-0.0703366331347799
"chr17_36413566_36413567",0.0487674023782739
"chr17_46641632_46641633",-0.00102545825599821
"chr17_48041891_48041892",0.774702349644594
"chr17_72172725_72172726",-0.373590442461394
"chr17_73857024_73857025",-0.135046397139876
"chr17_78963174_78963175",-0.00408300069713078
"chr18_10959_10960",0.268338760135314
"chr18_11015_11016",0.0773139465322446
"chr18_11075_11076",0.188826742014221
"chr19_12177612_12177613",-0.0218517850477597
"chr19_14673071_14673072",-0.0773909307041511
"chr19_16830643_16830644",-0.0696620691001219
"chr19_20189563_20189564",0.0300188943459442
"chr19_21788196_21788197",-0.00854666968736424
"chr19_47910403_47910404",0.299891892153623
"chr19_49576097_49576098",0.197359431459554
"chr19_57683982_57683983",0.167149586149426
"chr20_21695297_21695298",0.0319179099579946
"chr20_42710096_42710097",-0.00373552278133482
"chr20_44658253_44658254",0.00657662676951604
"chr20_48852179_48852180",-0.600027722699429
"chr20_52839085_52839086",-0.313405805000613
"chr20_55114137_55114138",-0.0663679156083846
"chr20_60926150_60926151",-0.0450304744141137
"chr20_61146308_61146309",-0.035805855557978
"chr22_26518111_26518112",-0.091562572882745
"chr22_43547740_43547741",0.00588564829106427
"chr22_45404946_45404947",0.00609707196903173
"chr22_50981221_50981222",-0.00454734810682128
