"","V1"
"(Intercept)",-2.45861418640446
"cg17501828",-0.0711337753120173
"cg23611477",0.039411229913673
"cg01428437",-0.0387161604829715
"cg16328466",-0.0184353029469114
"cg09255966",-0.0725251804738662
"cg13966547",-0.00415707053173474
"cg02576892",0.34558893613453
"cg11325950",0.23216182330162
"cg20314620",-0.0910015935267001
"cg21220721",-0.127944979583076
"cg23963229",0.000716232348482897
"cg11571588",0.276149976363013
"cg21572730",-0.0359794666336723
"cg25307521",-0.011595837582261
"cg21385522",-0.0232389036933167
"cg16099624",-0.0346865171533056
"cg21693033",-0.0879824005250704
"cg19637330",-0.00129913219785963
"cg23206822",-0.00821921692927585
"cg16965374",0.0732432603412179
"cg20415053",0.00171576409182335
"cg05768558",0.0341066653275938
"cg20227766",-0.00863461335511301
"cg03523740",-0.0952633391414792
"cg07388493",-0.00673290532278357
"cg05712748",-0.00638702874779913
"cg20426709",0.00455826957623312
"cg16104276",-0.0847113301252945
"cg27287808",-0.0836789340263814
"cg14611683",0.0762165643663459
"cg16078521",0.0127307085264273
"cg01074797",-0.0039969116018716
"cg23272399",-0.302374631085417
"cg08859206",-0.0234884146459339
"cg01877155",0.147140476611744
"cg02361458",-0.124281530523386
"cg25210796",-0.0150064766992644
"cg20149168",0.177424856920657
"cg13205059",-0.0382779966372125
"cg21284376",-0.17571949469841
"cg21454702",0.0248943212743006
"cg09890536",0.367011364585685
"cg21809447",0.0920718985780449
"cg07343335",0.0074159543556149
"cg11685510",0.00522567823667235
"cg16008966",-0.0739530601944958
"cg16412629",-0.386402187857552
"cg21584846",-0.0455801147411204
"cg04400972",0.266378297540889
"cg06861375",0.16259068762114
"cg16528597",0.00582618987756409
"cg03539016",0.0627056739557342
"cg26300672",0.0569298505921029
"cg19240319",-0.0185666111618109
"cg17405122",-0.108721675866453
"cg21413947",0.0464135999206862
"cg17271504",-0.134020993150974
"cg26822728",-0.00797133306887179
"cg08128734",-0.0279948313275947
"cg08855249",-0.013059092122534
"cg11109027",-0.534178575002196
"cg10501210",-0.309760661956263
"cg01785514",-0.0897913388727536
"cg00527489",0.00936592751338239
"cg17750334",0.0392351615151888
"cg12638695",0.0985355715959605
"cg09075558",-0.0455142694138021
"cg06796869",-0.0670346598280986
"cg20411935",0.027532216543274
"cg19631585",-0.0117256116631937
"cg03301331",0.040600055705399
"cg05602648",0.0924956007064781
"cg03383695",-0.0349081631677753
"cg23024228",-0.0304790613444723
"cg08720028",-0.0216150112394355
"cg04322803",0.0852922485780693
"cg08084799",0.0729018353316311
"cg17476389",0.0588588775613784
"cg06239478",-0.128228889746746
"cg05737004",0.0456930183953708
"cg09689296",0.0850955763665249
"cg10750264",0.00917352415631992
"cg22330841",0.0272500500144906
"cg01196788",0.189313533930608
"cg05484376",0.00993138640126588
"cg21083314",-0.0611083683287652
"cg25080256",0.0717556578880554
"cg18645032",-0.00447108051206525
"cg02375320",0.186700540688977
"cg24905248",-0.0478363471618226
"cg06582789",0.163248199996822
"cg25047092",0.0102290819756795
"cg14305711",-0.0395437946563731
"cg13659933",0.0335961338246926
"cg11807280",-0.00144102496320767
"cg14932468",0.25865040021061
"cg20672524",0.0412846998845589
"cg08460502",0.0119234627029534
"cg12411965",-0.214056779717992
"cg23676956",-0.11709270848656
"cg06639320",0.639211908070939
"cg22454769",0.0866737792994568
"cg06383401",-0.0236110034109321
"cg04960603",-0.143340445243495
"cg23167863",0.232612017109517
"cg03206401",-0.0109951877755603
"cg23606718",0.64291945725641
"cg26820055",-0.0145847718590453
"cg11833003",-0.0132211815521298
"cg12965426",0.0482485333149263
"cg21303039",-0.0652017260794113
"cg12233991",-0.00901475569105445
"cg00691451",-0.324456022050178
"cg19382919",0.0444588074458875
"cg09915519",-0.212714336972451
"cg10768875",0.320453775331533
"cg22007809",-0.131522077040553
"cg25702490",-0.0138872416303519
"cg08564340",-0.0236877204857066
"cg00288463",0.000180454450851917
"cg19451698",0.0544652849604148
"cg21022949",0.0873818759112069
"cg19183395",-0.0500001503347374
"cg18941864",-0.0327727467725635
"cg04920575",0.0632833308090488
"cg02823625",-0.00181043953481472
"cg23367987",2.35697594072556e-05
"cg23462687",-0.0422979635013348
"cg16074990",-4.59703044052508e-07
"cg21598489",-0.0118735283807845
"cg21117668",0.0136761943093339
"cg25113589",0.0275040516169994
"cg14528273",-0.709743747613704
"cg06730848",-0.0170973514847863
"cg12982090",-0.223387350110879
"cg08033130",-0.00846642867830791
"cg01461718",0.00818942178937189
"cg13033938",-0.0545477854823375
"cg18404041",-0.0133044465624257
"cg03607117",0.82505485853813
"cg18104149",0.0553109129054153
"cg05401945",-0.0301483274189639
"cg20540428",-0.000791768520630384
"cg03863817",0.045058660487669
"cg09716038",0.212018414411131
"cg23034014",-0.174200660568496
"cg16958524",-0.0505304319555941
"cg19996396",0.00260672683033438
"cg26321609",-0.0579260139594116
"cg12943155",0.153213891682981
"cg03330058",-0.16418059210387
"cg15916166",0.265764879483295
"cg03906843",-0.020843905691217
"cg15277914",-0.145699659715582
"cg27026615",0.0309435967537272
"cg07553761",0.247939713251951
"cg24310293",-0.0181273503081765
"cg25478614",0.107279213172009
"cg00473167",0.14616679678614
"cg07206256",-0.224619453932699
"cg06047990",-7.9684805820245e-05
"cg01797371",-0.0161961744796361
"cg00031303",-0.0775658816083411
"cg08202836",-0.0596084043109897
"cg04678713",-0.00816290871306005
"cg26210267",-0.0301502129381781
"cg00723338",0.00808382427890394
"cg15201545",0.0115104815177783
"cg10135260",-0.0213781176324687
"cg20494878",0.0285226697463456
"cg03844506",0.0222946339453068
"cg09551502",-0.0429986450195328
"cg23995914",0.0146566562326421
"cg21514612",-0.0362548471361999
"cg18645906",-0.147672305990022
"cg04893087",-0.0908449358085109
"cg02881929",-0.0477821607607784
"cg10985479",0.053777649764749
"cg25451082",-0.114050803751438
"cg05550861",0.00411133868651014
"cg10183150",0.155385576666678
"cg27414655",-0.0404476459400854
"cg16501140",0.0198900513926291
"cg04899874",0.358912660188898
"cg26927544",-5.25676972698324e-05
"cg14493094",-0.000390030816107007
"cg03483035",-0.0363173659500715
"cg02650266",0.821632250047882
"cg05991454",0.161092834271913
"cg00349895",0.0304792280680414
"cg05366050",-0.000740387934093756
"cg21824455",-0.14079067373177
"cg05773958",0.0424251800266944
"cg01102833",-0.0164642459961819
"cg25539556",0.264008091664196
"cg06846310",-0.135681882335727
"cg02656792",-0.109622967804702
"cg02549170",-0.331534275674773
"cg09120722",-0.00380411584638205
"cg09438069",-0.0180714289851195
"cg19487822",0.0814786984522903
"cg16665335",-0.168419386937377
"cg12961784",0.00657200310109051
"cg14799488",0.0241374159852816
"cg16262034",0.00783586035745238
"cg10981500",0.0370873372723098
"cg08609839",-0.012165231147054
"cg08762472",0.0749888631078481
"cg16253976",0.00348603745658079
"cg06782035",0.0783731098338026
"cg01581237",-0.1929541132089
"cg01829002",0.00150673363213139
"cg03979311",0.00256958803174499
"cg07850154",-0.0999297469526044
"cg24817528",0.00188423147342766
"cg02762440",-0.00674359189304541
"cg00397559",0.058803269952348
"cg24581736",-0.0733694991541094
"cg26921969",0.108899863408051
"cg10420838",-0.0786533362252504
"cg24531022",0.0972179296488447
"cg00401456",0.133183358801248
"cg18755531",-0.0185995828814032
"cg17815891",-0.122202896208533
"cg26423542",0.0405719712320645
"cg11296810",-0.0023909800524253
"cg27097438",0.0425415999090425
"cg16368054",-0.0192248734214878
"cg20075683",0.00688645645830805
"cg02495310",0.0463203896988001
"cg08234504",-0.185842994384336
"cg11006267",0.0228187537222081
"cg21874213",-0.0236196593606284
"cg12962191",0.0300888686832047
"cg23500537",0.0871294880948967
"cg15911328",0.00540721310675015
"cg26569309",0.00759630136204027
"cg17007628",0.000735541217844096
"cg01688688",0.0773141791356776
"cg01534363",-0.402411897672961
"cg14566959",0.180222541256909
"cg13951490",0.0537772773740308
"cg16316394",0.00283625970170354
"cg01119912",0.433912390312416
"cg08501622",-0.0157540776051582
"cg01360281",0.0855781512226506
"cg26706759",0.03175609583181
"cg15124711",-0.0545941440783002
"cg11624524",0.0779426520717928
"cg17837526",-0.409629875874484
"cg21092413",-0.00207310242377772
"cg08871495",-0.00674702106255204
"cg03428951",-0.0207166194825168
"cg16470655",-0.0335627957365827
"cg11360149",0.104173009074338
"cg26600753",0.036966921784264
"cg14555649",0.00764413873010628
"cg02397497",0.1232422787834
"cg16867657",1.30646749837573
"cg00698916",-0.189898686562783
"cg20129654",-0.0568823469318207
"cg00029619",-0.0494773106831006
"cg05463027",-0.0611193624053213
"cg22736354",0.282647255082105
"cg10482057",-0.00610834664851352
"cg06493994",0.287409218386694
"cg08117800",-0.148049751202758
"cg26531700",0.0140024636390359
"cg11174640",0.055837477503146
"cg23431098",0.0863110884585599
"cg17221315",0.0578086948994171
"cg15747825",-0.0522960176445576
"cg24717325",0.0605360119681532
"cg24697433",-0.000635746638524961
"cg05368547",0.0426463430603458
"cg15951466",0.0207576548067974
"cg06685111",-0.379257748573336
"cg08276565",-0.000557803262456191
"cg00486113",-0.11589591543545
"cg17964422",-0.0328357763392937
"cg10409680",-0.0167316109580022
"cg05419812",-0.0122006634111804
"cg27014438",-0.00512115741336321
"cg02615735",-0.0462035311382862
"cg06056514",-0.0375265319794122
"cg18501647",0.0309533560689865
"cg21398794",-0.0531426402991772
"cg06871764",0.0101474824283337
"cg13009819",0.00654414348939704
"cg19350679",0.00856021739487483
"cg05428452",0.000548578913790617
"cg07389699",-0.00442105633861817
"cg02662362",-0.0108369733840594
