"","V1"
"(Intercept)",1.89222673513203
"chr1_8026652_8026653",0.0478357274139452
"chr1_8026659_8026660",0.253007952175362
"chr1_17661588_17661589",0.05260269143645
"chr1_24391823_24391824",-0.0745195337858468
"chr1_24391940_24391941",-0.878061379048564
"chr1_43992130_43992131",-0.0983687290182099
"chr1_68768716_68768717",-0.121379548355946
"chr1_155989108_155989109",-0.0217161021717257
"chr1_175888089_175888090",0.0411760288971199
"chr1_201114887_201114888",0.00880721447030941
"chr2_27303411_27303412",-0.0680264086410571
"chr2_33307819_33307820",-0.0677847352673221
"chr2_91442500_91442501",0.35446351996995
"chr2_98347544_98347545",0.242934177377653
"chr2_108579996_108579997",-0.118721916536959
"chr2_120223020_120223021",0.0373505886951557
"chr2_120223031_120223032",0.135604020151397
"chr2_120223033_120223034",0.0496520330650881
"chr2_134717553_134717554",-0.300928883364993
"chr2_170539781_170539782",-0.00801877807957698
"chr2_217995527_217995528",-0.124469270608386
"chr3_11527_11528",0.0132808820020892
"chr3_22371255_22371256",-0.0174929499552542
"chr3_22371344_22371345",-0.0320295991204662
"chr3_51707117_51707118",0.0419675958892013
"chr3_51707126_51707127",0.0387423867220015
"chr3_51707136_51707137",0.0494404546763051
"chr3_51707148_51707149",0.0683714374549469
"chr3_56683530_56683531",0.0149739489049822
"chr3_71429054_71429055",-0.320172436653562
"chr3_77040161_77040162",1.06248538858634
"chr3_101154084_101154085",-0.0529411748085068
"chr3_160450189_160450190",0.0701414451574423
"chr3_160450354_160450355",0.639838946242183
"chr3_180036827_180036828",0.0943760680110139
"chr4_785299_785300",0.0520207921586491
"chr4_3355376_3355377",-0.00237633239474452
"chr4_24799977_24799978",0.0331565396335537
"chr4_190080484_190080485",0.092936260125181
"chr5_16179170_16179171",0.065276611639201
"chr5_139517769_139517770",-0.0217200222887216
"chr6_31639897_31639898",-0.0778723932046163
"chr6_117681911_117681912",-0.108463300181684
"chr6_149718962_149718963",-0.0331315685149269
"chr7_8442752_8442753",0.0832112406697731
"chr7_21490582_21490583",0.0273342755789399
"chr7_41696379_41696380",-0.0239103824337584
"chr7_58086960_58086961",0.606315577467966
"chr7_74206994_74206995",-0.148874896751316
"chr7_128352266_128352267",0.0116403960902051
"chr7_130734355_130734356",0.258291182059858
"chr7_149496643_149496644",-0.0784648152262544
"chr7_152043460_152043461",-0.0764989607866821
"chr8_42894032_42894033",-0.574122537672147
"chr8_53878213_53878214",0.143593168196932
"chr8_80367349_80367350",-0.220230879398231
"chr8_141436421_141436422",-0.0180217720337537
"chr8_144464887_144464888",-0.001159404925373
"chr9_63781690_63781691",0.00416297176298005
"chr9_133609264_133609265",0.0547298956099606
"chr9_133609270_133609271",0.122429413986692
"chr9_133609318_133609319",0.0990082856631628
"chr9_134323893_134323894",-0.31482022578665
"chr9_136746053_136746054",-0.0245179919713037
"chr9_136846593_136846594",0.0168518339976087
"chr9_136847333_136847334",0.00308652826362217
"chr10_10763_10764",0.0188799842484281
"chr10_43679814_43679815",-0.0475809656502496
"chr10_89213734_89213735",-0.101838157090166
"chr10_133569409_133569410",0.0669137519999412
"chr10_133623140_133623141",0.0270256563783611
"chr11_1337450_1337451",0.00723074667979607
"chr11_40291823_40291824",-0.0859050502451466
"chr11_64688295_64688296",-0.0470381240197119
"chr12_6067859_6067860",-0.221376548697022
"chr12_65603576_65603577",-0.0781623836244192
"chr12_101876900_101876901",-0.153685833441799
"chr12_113649565_113649566",-0.015965548300149
"chr12_130340562_130340563",0.00336603605610863
"chr13_19565041_19565042",0.0361231300764804
"chr13_82258057_82258058",0.00351641552237652
"chr13_94543232_94543233",-0.101110325225126
"chr14_64542455_64542456",0.304298617759313
"chr14_67514270_67514271",-0.00191589088625328
"chr15_31483291_31483292",0.000824824351000591
"chr15_31483461_31483462",0.0404408671454317
"chr15_31483617_31483618",0.113673975883374
"chr15_31483854_31483855",0.0855441281190039
"chr15_65322942_65322943",-0.254518860207807
"chr15_65322986_65322987",-0.0146390697350011
"chr15_75516389_75516390",0.0460838043085139
"chr15_96948193_96948194",0.503686306525409
"chr16_2178955_2178956",0.0894227267514672
"chr16_2179009_2179010",0.0138770761662356
"chr16_2341226_2341227",0.147803030867932
"chr16_58024659_58024660",-0.051322775000787
"chr16_84505347_84505348",-0.00506835522363388
"chr17_27380059_27380060",-0.00863198104488206
"chr17_35747938_35747939",-0.076646418795734
"chr17_49964527_49964528",0.266479853296407
"chr17_74176586_74176587",-0.31648009813891
"chr18_10947_10948",0.013317403815458
"chr18_10959_10960",0.0358962946968505
"chr18_10976_10977",0.077607784519603
"chr18_37243816_37243817",0.094404189575832
"chr19_11479513_11479514",0.0374018663569076
"chr19_14562259_14562260",-0.030207775519232
"chr19_16719832_16719833",-0.0415093312892587
"chr19_47129397_47129398",-0.027017842244108
"chr19_47407146_47407147",0.221968331568418
"chr19_49072840_49072841",0.306373277095445
"chr19_57172614_57172615",0.0684099550394881
"chr19_57803732_57803733",0.0215669908026096
"chr20_21714659_21714660",0.0424968845299521
"chr20_46029614_46029615",0.0945238609955558
"chr20_50235642_50235643",-0.569469796221229
"chr20_54222546_54222547",-0.373735198346293
"chr20_62549101_62549102",-0.025839660100335
"chr21_8471134_8471135",1.14469593893962
"chr21_26843213_26843214",-0.0116291237069095
"chr21_42864063_42864064",-0.09084698611101
"chr22_15820785_15820786",0.0544743889177303
"chr22_26122145_26122146",-0.0483847224553666
"chr22_45009065_45009066",0.0507360859866072
